馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ドンアルゴス,2,3.1,1,1,9,518,+8,1,0,0,4,57.0,0,0,0,0,0,0,0,0,1,0,2,0,2400,149.9,0,1,0,0,9,10,4,55,2,2,1,1,35.9,510,+4,0.2,0,0,0,0,0,0,0,1,0,0,2,0,2400,150.4,1,0,0,0,9,5,4,54,5,5,4,3,34.6,506,+10,0.2,0,0,0,0,0,0,0,0,1,0,1,0,2600,162.6,0,0,1,0,14,6,4,54,10,11,8,10,35.4,496,-8,-0.1,0,0,0,0,0,0,0,0,1,0,3,0,2400,150.4,1,0,0,0,8,3,4,56,5,6,6,7,33.8,504,+4,0.5,0,0,0,0,0,0,0,1,0,0,3,0,2000,121.9,1,0,0,0,13,5,4,55,11,11,11,11,34.2,500,-4,0.1
シャリオヴァルト,9,25.4,2,2,6,448,-10,0,0,1,6,57.0,0,0,0,0,0,1,0,0,0,0,8,0,2200,135.0,1,0,0,0,13,1,6,57,6,6,7,10,36.2,458,+4,1.0,0,0,0,0,0,0,0,0,1,0,4,0,2400,150.0,0,1,0,0,9,1,6,57,7,5,9,8,35.5,454,+4,0.3,0,0,0,0,0,0,1,0,0,0,4,0,2000,121.7,1,0,0,0,12,5,6,57,5,5,4,5,35.0,450,-6,0.3,0,0,0,0,1,0,0,0,0,0,6,0,2400,148.1,1,0,0,0,9,2,6,54,9,9,9,9,33.3,456,-4,0.4,0,0,0,0,0,1,0,0,0,0,6,0,2500,152.7,0,1,0,0,11,2,6,57,7,7,7,7,34.9,460,-4,1.0
ミトノグラス,12,168.0,3,3,1,490,-8,1,0,0,6,57.0,0,0,0,0,0,0,0,1,0,0,7,0,1800,109.8,1,0,0,0,8,6,6,57,2,2,0,0,36.4,498,-2,1.5,0,0,0,0,0,0,0,1,0,0,10,0,1600,96.6,1,0,0,0,13,11,6,57,12,12,0,0,35.4,500,+6,1.5,0,0,0,0,0,0,0,0,1,0,10,0,2200,135.7,1,0,0,0,10,8,6,53,4,4,4,6,38.9,494,-2,3.8,0,0,0,0,0,0,0,1,0,0,6,0,2000,121.7,1,0,0,0,11,11,6,57,2,2,2,2,35.3,496,+10,0.8,0,0,0,0,0,0,0,0,0,1,7,0,2000,121.0,0,0,1,0,14,13,6,53,12,13,9,9,35.8,486,+2,0.9
スズカフューラー,8,211.3,4,4,3,436,0,1,0,0,5,57.0,0,0,0,0,0,0,0,1,0,0,9,0,2000,122.3,1,0,0,0,10,2,5,57,5,5,3,3,36.2,436,-2,0.7,0,0,0,0,0,0,0,1,0,0,5,0,2000,122.3,1,0,0,0,9,8,5,57,5,5,7,7,36.0,438,+4,0.8,0,0,0,0,0,0,1,0,0,0,1,1,1800,113.7,0,1,0,0,16,13,5,57,5,5,4,4,38.2,434,+12,0.0,0,0,1,0,0,0,0,0,0,0,3,1,1700,107.6,1,0,0,0,15,13,5,57,10,11,1,1,39.8,422,-4,1.1,0,0,0,0,0,0,0,0,0,1,9,1,1700,107.6,1,0,0,0,15,2,5,57,4,4,4,4,40.5,426,0,2.6
マイネルアトゥー,11,34.8,5,5,3,460,-6,1,0,0,6,57.0,0,0,0,0,0,0,0,1,0,0,5,0,2000,122.1,1,0,0,0,10,5,6,57,7,7,6,6,35.8,466,+4,0.5,0,0,0,0,0,0,0,1,0,0,5,0,2200,138.3,1,0,0,0,9,7,6,57,8,8,8,7,35.2,462,0,0.7,0,0,0,0,0,0,0,0,1,0,5,0,2200,133.5,1,0,0,0,10,6,6,54,5,5,5,6,36.7,462,+4,1.6,0,0,0,0,0,0,1,0,0,0,11,0,2000,121.5,1,0,0,0,13,1,6,57,4,4,8,9,35.7,458,0,1.4,0,0,0,0,0,0,0,0,1,0,6,0,2000,125.0,0,0,1,0,11,2,6,57,4,4,5,4,35.8,458,+8,0.7
ムーンレイカー,5,7.9,5,6,2,476,+2,1,0,0,4,57.0,0,0,0,0,0,0,0,0,0,1,1,0,2000,122.2,1,0,0,0,17,5,4,56,3,3,4,4,36.2,474,0,0.0,0,0,0,0,0,0,1,0,0,0,2,0,2000,122.6,1,0,0,0,18,7,4,56,6,6,9,9,33.9,474,+4,0.3,0,0,0,0,0,0,0,1,0,0,2,0,2000,122.0,1,0,0,0,16,5,4,56,3,3,4,3,35.7,470,0,0.0,0,0,0,0,0,0,0,0,1,0,15,1,1800,115.6,1,0,0,0,15,13,4,56,5,5,4,4,40.6,470,+4,3.4,0,0,0,0,0,0,0,1,0,0,6,0,2200,135.7,1,0,0,0,10,1,4,56,3,3,4,3,37.3,466,-6,1.0
エーティーサンダー,3,5.8,6,7,2,526,+4,1,0,0,6,57.0,0,0,0,0,0,0,0,0,0,1,3,0,2000,121.3,0,1,0,0,18,9,6,57,7,7,2,2,36.1,522,-6,0.2,0,0,0,0,0,0,0,1,0,0,5,0,2400,146.5,1,0,0,0,16,3,6,51,4,4,5,3,37.3,528,+2,0.3,0,0,0,0,0,0,0,0,0,1,6,0,2000,117.7,1,0,0,0,12,9,6,51,3,3,3,3,34.0,526,+2,0.8,0,0,0,0,0,0,1,0,0,0,6,0,2000,120.7,1,0,0,0,13,2,6,57,8,9,11,11,34.7,524,0,0.6,0,0,0,0,0,0,0,0,1,0,3,0,2000,124.6,0,0,1,0,11,10,6,57,6,7,8,7,35.1,524,0,0.3
ジェネラルゴジップ,7,56.9,6,8,2,486,+6,1,0,0,7,57.0,0,0,0,0,0,0,0,0,0,1,9,0,2000,121.7,0,1,0,0,18,2,7,57,7,7,10,9,36.0,480,+4,0.6,0,0,0,0,0,0,0,0,1,0,12,1,1800,113.3,1,0,0,0,12,7,7,57,10,10,9,8,38.1,476,+2,2.6,0,0,0,0,0,0,0,1,0,0,5,0,1800,106.0,1,0,0,0,14,5,7,55,5,5,0,0,34.4,474,+2,0.3,0,1,0,0,0,0,0,0,0,0,5,0,2000,120.3,0,1,0,0,13,8,7,57,6,6,5,5,35.2,472,+2,0.7,0,1,0,0,0,0,0,0,0,0,2,0,1800,107.8,1,0,0,0,15,5,7,54,5,5,5,3,34.4,470,-6,0.3
レプランシュ,10,42.1,7,9,5,472,-8,1,0,0,6,57.0,0,0,0,0,0,0,0,1,0,0,6,0,2400,150.8,0,1,0,0,8,7,6,54,8,8,3,3,37.2,480,+8,1.1,0,0,0,0,0,0,0,0,1,0,6,0,2200,133.6,1,0,0,0,10,3,6,55,8,8,7,10,36.6,472,-2,1.7,0,1,0,0,0,0,0,0,0,0,10,0,2000,121.1,1,0,0,0,11,10,6,57,9,9,8,9,35.3,474,0,1.8,0,1,0,0,0,0,0,0,0,0,11,0,1800,108.5,1,0,0,0,15,4,6,56,15,15,15,15,34.0,474,+2,1.0,0,0,0,0,1,0,0,0,0,0,4,0,1800,107.6,1,0,0,0,11,7,6,57,8,8,8,0,33.2,472,-10,0.6
サウンドバーニング,4,95.2,7,10,4,428,-6,1,0,0,7,57.0,0,0,0,0,0,0,0,1,0,0,8,0,1600,96.5,1,0,0,0,10,3,7,54,1,1,0,0,35.6,434,+12,1.0,0,0,0,0,0,0,0,1,0,0,7,0,1600,94.5,1,0,0,0,14,2,7,57,8,7,0,0,34.4,422,-8,1.0,0,0,0,0,0,0,0,1,0,0,13,0,1800,106.5,1,0,0,0,14,6,7,55,3,2,0,0,35.0,430,+6,0.8,0,0,0,0,0,0,0,0,1,0,6,0,1800,106.4,1,0,0,0,10,3,7,55,3,3,0,0,33.7,424,0,0.7,0,0,0,0,0,0,0,1,0,0,3,0,1800,107.8,1,0,0,0,13,7,7,57,3,2,0,0,35.9,424,+2,0.4
バイオスパーク,6,13.4,8,11,2,486,+2,1,0,0,4,57.0,0,0,0,0,0,0,0,0,0,1,7,0,2000,121.7,0,1,0,0,18,10,4,56,18,18,18,15,35.0,484,+28,0.6,0,0,1,0,0,0,0,0,0,0,1,0,2000,121.5,1,0,0,0,16,5,4,55,5,7,8,8,34.7,456,-10,0.0,0,0,0,1,0,0,0,0,0,0,2,0,2000,119.7,1,0,0,0,13,10,4,55,4,4,0,0,34.3,466,-6,0.0,0,1,0,0,0,0,0,0,0,0,4,0,2600,162.1,1,0,0,0,12,5,4,54,6,6,8,5,34.9,472,+6,0.5,0,1,0,0,0,0,0,0,0,0,1,0,2000,121.5,0,1,0,0,11,10,4,56,8,7,6,2,35.5,466,+4,-0.3
ジェシー,1,2.2,8,12,8,480,+6,1,0,0,4,57.0,0,0,0,0,0,0,0,0,1,0,2,0,1800,106.9,1,0,0,0,11,11,4,56,2,2,0,0,35.0,474,-4,0.0,0,0,0,0,0,0,0,0,1,0,3,0,2000,118.9,1,0,0,0,10,8,4,56,4,4,3,2,34.3,478,+4,0.2,1,0,0,0,0,0,0,0,0,0,2,0,2000,123.8,1,0,0,0,16,2,4,54,7,6,5,5,37.1,474,+2,0.2,0,1,0,0,0,0,0,0,0,0,6,0,2600,161.2,1,0,0,0,11,10,4,53,1,1,2,3,38.5,472,-2,1.5,0,1,0,0,0,0,0,0,0,0,1,0,2000,120.0,1,0,0,0,7,7,4,54,1,1,1,1,35.1,474,0,-0.2
