馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
エーティーキンセイ,5,66.6,1,1,2,486,+2,0,3,56.0,7,9,1,1200,0,2,16,14,3,56,11,10,0,0,36.7,484,+6,1.2,8,14,1,1400,0,0,16,9,3,56,10,10,0,0,39.8,478,-16,2.9,7,6,1,1800,0,0,10,10,3,56,3,3,3,3,40.7,494,-6,2.4,10,9,1,1700,0,1,16,6,3,56,11,10,9,8,39.5,500,-4,1.8,7,16,0,1400,0,0,16,9,3,55,16,16,0,0,36.2,504,0,3.6
クリノオオクニヌシ,7,3.0,1,2,3,466,+16,0,3,56.0,7,2,1,1800,0,3,16,7,3,56,8,7,5,4,37.8,450,-20,0.3,9,3,1,1800,0,3,16,10,3,53,10,9,7,6,38.1,470,+6,0.8,8,3,1,1800,0,0,14,3,3,53,8,8,8,6,38.0,464,-2,0.2,8,4,1,1800,0,0,13,13,3,53,7,7,7,8,38.3,466,+4,0.3,8,10,1,1400,0,0,15,9,3,56,14,14,0,0,38.3,462,-12,1.8
バロー,15,319.9,2,3,4,538,0,0,3,56.0,9,15,1,1800,0,0,16,13,3,56,16,16,16,16,40.3,538,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブルベアペスカ,4,20.0,2,4,2,476,-2,0,3,56.0,7,8,1,1800,0,2,16,2,3,56,15,15,16,14,37.6,478,-4,1.7,9,6,1,1800,0,2,11,1,3,56,1,1,2,5,40.3,482,+12,1.6,8,8,1,1800,0,0,11,6,3,55,10,10,9,7,38.9,470,+2,1.4,8,9,1,1800,0,0,14,11,3,55,8,9,10,11,39.8,468,-2,1.8,9,5,1,1800,0,2,9,8,3,54,3,3,3,3,38.7,470,-4,1.8
サブゼロ,10,10.9,3,5,3,498,-4,0,3,53.0,7,5,1,1900,0,2,15,5,3,53,6,7,8,8,37.9,502,-2,2.0,9,4,1,1800,0,3,16,2,3,56,13,12,11,12,37.4,504,-2,0.9,9,5,1,1800,0,0,13,3,3,56,10,10,10,10,38.0,506,0,1.0,9,8,1,1800,0,0,12,3,3,56,5,5,6,6,39.6,506,-10,1.0,7,13,0,1600,0,0,16,16,3,56,13,12,13,0,35.7,516,0,1.4
タガノビーダッシュ,8,179.4,3,6,2,464,0,2,3,56.0,7,12,1,1200,0,2,16,12,3,56,10,10,0,0,37.3,464,+2,1.7,8,8,1,1200,0,0,16,4,3,56,13,13,0,0,37.9,462,-2,1.6,9,15,1,1200,0,0,16,5,3,55,16,15,0,0,36.4,464,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
レッドアルビオン,14,117.3,4,7,6,524,+4,0,3,53.0,9,16,1,1800,0,1,16,10,3,53,10,9,11,15,42.5,520,-12,5.5,3,12,1,1700,0,0,15,8,3,56,1,1,7,12,41.8,532,+10,3.8,8,8,1,1400,0,0,11,1,3,55,11,11,0,0,38.8,522,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
キービジュアル,6,24.4,4,8,7,520,+6,0,3,54.0,9,12,1,2000,0,0,14,12,3,56,5,5,5,6,41.1,514,-2,2.3,8,6,1,1900,0,0,16,10,3,56,6,6,3,3,39.3,516,-6,0.7,9,7,1,1800,0,0,13,7,3,56,5,5,7,8,38.7,522,0,2.2,9,4,1,1800,0,1,10,1,3,56,3,3,4,5,38.4,522,+14,1.8,8,5,1,1800,0,0,9,5,3,55,5,5,4,5,40.2,508,-6,2.4
オディナ,16,82.3,5,9,0,480,0,0,3,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
フゼアノート,13,33.3,5,10,23,470,+4,0,3,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,1200,0,1,18,9,3,55,18,17,0,0,35.5,466,+2,1.5,8,14,0,1600,0,0,14,2,3,55,1,2,0,0,39.4,464,+4,3.2,7,10,0,1600,0,0,10,5,3,54,3,4,3,0,38.5,460,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
