馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
カルテベイビー,4,35.8,1,1,1,456,-2,1,2,54.0,8,16,0,1200,71.7,0,18,4,2,54,13,14,0,0,35.4,458,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ルドラクシャ,11,2.3,2,2,2,438,-2,1,2,54.0,6,2,0,1200,69.6,0,16,7,2,54,1,1,0,0,35.2,440,+4,0.2,4,9,0,1200,71.4,0,16,6,2,54,3,3,0,0,36.1,436,+8,0.6,5,2,0,1400,84.6,2,13,3,2,54,2,2,0,0,36.3,428,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アンティークブーケ,5,125.2,3,3,1,402,-4,1,2,54.0,8,15,0,1200,71.7,0,18,6,2,54,16,14,0,0,35.0,406,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シーハーハー,2,7.4,4,4,14,464,+12,1,2,54.0,7,6,1,1400,87.5,2,16,1,2,54,3,3,0,0,38.1,452,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ベアトリーチェ,7,97.0,5,5,14,416,+6,1,2,54.0,7,13,0,1400,85.2,2,13,1,2,54,1,1,0,0,37.9,410,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ラブミーアーサー,6,307.0,5,6,5,448,-2,1,2,54.0,9,14,0,1400,86.2,0,14,7,2,51,14,14,0,0,35.6,450,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マイファンキー,10,19.9,6,7,1,440,-10,1,2,51.0,4,9,0,1000,57.4,1,16,8,2,51,0,0,0,0,34.6,450,0,1.7,9,11,0,1600,96.1,0,12,3,2,54,2,2,0,0,36.1,450,-4,2.3,10,8,0,1200,71.0,0,15,12,2,54,4,2,0,0,36.0,454,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ビックマム,12,34.3,6,8,2,468,-4,1,2,54.0,9,11,0,1200,71.2,0,12,8,2,54,8,10,0,0,36.2,472,+8,1.7,4,10,0,1400,84.7,0,18,13,2,54,6,6,0,0,36.0,464,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オースミプリンセス,8,68.4,7,9,3,460,-2,1,2,54.0,9,15,1,1400,91.0,0,16,5,2,54,11,9,0,0,41.0,462,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ゴーゴーレイワ,3,5.6,7,10,2,462,+4,1,2,54.0,9,6,1,1400,87.6,0,16,7,2,51,4,5,0,0,38.8,458,-2,1.5,9,6,1,1400,89.1,0,11,9,2,54,3,3,0,0,40.2,460,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エクスチェンジ,1,9.4,8,11,14,472,+18,1,2,54.0,2,6,0,1200,71.3,0,8,6,2,51,4,5,0,0,36.7,454,-2,1.4,2,7,0,1200,71.3,0,14,9,2,51,2,2,0,0,36.3,456,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
テーオープライム,9,4.8,8,12,1,428,0,1,2,54.0,4,10,1,1200,73.8,3,14,8,2,51,2,2,0,0,39.1,428,+10,2.3,7,3,1,1200,73.0,1,13,4,2,51,2,2,0,0,37.6,418,0,0.2,7,3,1,1400,86.4,2,16,6,2,52,1,1,0,0,37.4,418,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
