馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
トーホウフレーテ,2,8.0,1,1,2,444,0,1,3,54.0,8,8,1,1200,74.8,0,16,13,3,54,13,11,0,0,37.1,444,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スマートフェイス,7,14.0,2,2,0,420,0,1,3,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コスモルシオ,5,5.9,2,3,2,504,-5,0,3,55.0,-1,4,1,1400,90.3,0,12,5,3,56,7,7,7,8,38.5,509,+9,0.2,6,7,1,1200,73.4,0,16,16,3,55,11,8,0,0,37.9,500,+24,1.3,9,8,0,1600,97.8,0,9,8,3,54,5,5,0,0,34.7,476,0,1.1,9,3,0,1400,83.5,0,9,7,3,54,7,7,0,0,36.5,476,0,1.1,9,9,0,1200,71.5,0,12,6,3,51,7,9,0,0,35.0,476,0,1.2
ダイリュウボーラー,3,4.7,3,4,3,420,-2,0,3,55.0,10,7,0,1200,70.8,1,18,3,3,56,5,5,0,0,36.2,422,-4,1.1,7,5,1,1200,74.7,0,16,8,3,56,2,3,0,0,38.8,426,+16,1.2,9,4,0,1200,72.1,0,13,1,3,54,3,6,0,0,36.0,410,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
キョウエイミーレス,6,31.0,3,5,6,482,-4,0,3,56.0,7,11,0,1400,83.9,0,18,18,3,56,10,10,0,0,35.4,486,+6,1.2,8,7,1,1200,75.7,0,15,2,3,55,8,8,0,0,37.6,480,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
セイカアミダイケ,8,64.6,4,7,2,420,-4,1,3,54.0,8,11,1,1800,117.8,0,14,4,3,54,11,11,12,12,40.7,424,-4,3.2,7,6,1,1400,88.4,0,16,5,3,54,11,10,0,0,39.4,428,-8,2.3,6,14,0,2000,124.0,0,16,8,3,54,14,14,12,12,36.7,436,+2,1.7,5,7,0,1400,82.9,1,18,14,3,54,5,6,0,0,35.3,434,-2,0.7,5,8,0,1600,97.8,0,18,9,3,54,1,1,0,0,34.7,436,0,1.0
リトルウィッチ,4,2.4,5,8,1,402,-6,1,3,51.0,9,3,1,1200,74.2,1,16,15,3,54,1,1,0,0,38.5,408,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
チェリーマドンナ,9,84.5,5,9,1,438,-4,1,3,51.0,6,11,1,1200,74.5,0,16,1,3,54,9,9,0,0,38.4,442,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グランドバレエ,11,74.1,6,10,4,462,-14,0,3,55.0,8,14,1,1800,119.2,1,14,13,3,56,5,5,7,11,42.4,476,+4,5.3,8,11,1,1800,117.7,0,16,12,3,56,12,11,12,11,39.7,472,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイショウジガネ,13,204.3,6,11,1,504,+6,0,3,56.0,9,14,1,1200,77.5,1,16,2,3,55,10,10,0,0,39.8,498,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
