馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ジャンヌ,16,324.1,1,1,0,382,-2,1,5,55.0,8,14,1,1200,0,1,14,1,5,55,11,11,0,0,38.8,384,-2,3.2,9,16,1,1800,0,0,16,10,5,55,16,16,16,15,42.2,386,-7,6.1,-1,4,1,1400,0,0,9,9,5,54,8,8,8,6,38.2,393,-3,0.6,-1,11,1,1400,0,0,12,3,5,54,12,12,12,12,38.3,396,-7,2.3,-1,7,1,1400,0,0,10,6,5,54,9,9,8,8,39.7,403,0,1.3
ラグナグ,7,38.4,1,2,18,480,-6,1,6,55.0,8,10,1,1400,0,1,14,12,6,55,10,11,0,0,38.5,486,-2,2.2,9,7,0,1400,0,2,15,9,6,55,14,14,0,0,34.6,488,+2,0.6,10,10,0,1200,0,0,18,14,6,55,16,13,0,0,33.6,486,+6,0.5,9,15,0,1400,0,0,17,2,6,55,17,17,0,0,34.3,480,-4,1.4,8,8,0,1600,0,0,13,9,6,55,6,3,0,0,34.3,484,0,0.8
ヤマニンペダラーダ,5,5.8,2,3,2,480,+6,0,5,57.0,7,2,0,1200,0,0,18,11,5,57,11,11,0,0,33.3,474,+4,0.2,9,5,0,1600,0,0,17,4,5,57,14,14,0,0,35.2,470,+2,0.3,7,3,0,1400,0,0,18,15,5,57,12,11,0,0,34.7,468,+2,0.2,8,10,0,1600,0,0,18,3,5,57,13,14,0,0,35.3,466,+4,0.7,8,3,0,1600,0,0,13,13,5,57,10,10,0,0,33.9,462,0,0.3
ブレイニーラン,3,4.9,2,4,1,460,+4,0,4,57.0,7,6,0,1600,0,0,14,4,4,57,9,8,8,0,34.5,456,+8,0.6,7,3,0,1600,0,0,15,9,4,56,2,3,2,0,34.3,448,0,0.4,4,4,0,1600,0,0,18,18,4,55,9,8,0,0,33.7,448,-4,0.5,9,4,0,1600,0,0,18,9,4,55,17,17,0,0,34.3,452,+2,0.5,7,1,0,1600,0,0,16,11,4,56,8,8,8,0,34.2,450,-2,-0.2
ハーツフェルト,14,66.8,3,5,2,452,+2,1,4,55.0,7,16,0,1400,0,0,18,1,4,53,6,5,0,0,35.5,450,+2,1.5,7,9,0,1600,0,0,16,16,4,52,2,3,3,0,37.0,448,-6,0.7,4,8,0,1800,0,2,17,4,4,53,1,1,0,0,36.9,454,+2,1.1,10,9,0,2000,0,0,13,2,4,52,3,3,3,4,36.9,452,+2,1.7,7,10,0,2000,0,0,13,5,4,52,2,2,2,2,36.8,450,+6,1.5
ドラグーンシチー,2,2.5,3,6,2,488,+4,0,4,57.0,8,2,0,1800,0,0,9,2,4,56,3,2,0,0,35.3,484,+10,0.3,4,6,0,1600,0,0,18,15,4,55,10,11,0,0,33.6,474,0,0.5,7,7,0,1600,0,0,16,3,4,54,3,4,4,0,34.6,474,-2,0.4,5,3,0,1600,0,1,15,14,4,54,8,8,0,0,33.4,476,-4,0.1,8,5,0,1400,0,0,16,12,4,56,9,7,0,0,35.2,480,+8,0.8
モズダディー,1,6.9,4,7,4,494,-2,0,4,57.0,8,10,0,1600,0,0,16,1,4,56,3,4,0,0,36.9,496,-3,0.8,-1,1,1,1400,0,0,10,5,4,57,2,2,2,2,39.3,499,+6,-1.8,-1,1,1,1400,0,2,12,1,4,56,7,7,1,1,38.6,493,+1,-0.5,9,2,0,1800,0,0,18,17,4,56,2,2,0,0,35.6,492,+2,0.2,10,3,0,2000,0,1,17,4,4,56,4,4,6,5,36.3,490,+4,0.4
トーアライジン,10,46.2,4,8,1,516,-6,0,6,57.0,7,9,0,1600,0,0,14,10,6,57,7,7,6,0,34.9,522,+4,0.9,8,4,0,1600,0,0,16,12,6,57,14,10,0,0,35.9,518,+20,0.6,2,10,0,1800,0,1,10,9,6,57,10,8,2,5,36.2,498,0,1.3,2,6,0,1800,0,0,12,8,6,57,7,8,6,6,34.7,498,+2,0.6,9,12,0,1600,0,0,17,4,6,56,16,12,0,0,35.6,496,-2,1.2
セイイーグル,9,52.0,5,9,30,450,+22,2,5,56.0,7,11,1,1400,0,0,16,2,5,57,7,7,0,0,37.2,428,-8,1.6,8,5,1,1800,0,0,12,10,5,57,5,4,5,4,37.9,436,-6,0.9,8,7,1,1800,0,0,10,5,5,54,2,2,7,8,38.7,442,-2,2.4,9,8,1,1800,0,1,14,1,5,54,7,7,6,4,39.0,444,0,0.8,7,12,1,1800,0,0,16,12,5,54,6,6,7,7,38.7,444,-4,1.9
レンジャックマン,12,150.5,5,10,8,454,-4,0,5,57.0,7,10,1,1800,0,1,16,9,5,57,5,5,6,6,39.6,458,+2,1.5,7,11,0,1600,0,0,16,11,5,57,16,15,14,0,35.4,456,+2,0.9,9,10,0,2600,0,2,14,12,5,57,4,4,4,4,37.2,454,0,1.5,9,11,0,1800,0,0,12,10,5,57,6,7,0,0,35.1,454,+6,1.6,9,8,0,1600,0,0,16,1,5,57,15,16,0,0,34.2,448,+2,0.7
イルーシヴゴールド,4,9.2,6,11,8,468,-13,1,4,55.0,-1,1,1,1400,0,2,10,10,4,55,3,3,2,2,38.7,481,0,-1.8,-1,1,1,1400,0,0,9,1,4,54,4,4,3,3,39.0,481,-1,-0.1,6,3,1,1800,0,2,16,16,4,54,11,11,11,9,38.9,482,+4,0.4,4,2,0,1600,0,2,18,16,4,54,7,7,0,0,33.5,478,+2,0.0,4,2,0,1600,0,0,18,18,4,54,15,15,0,0,33.6,476,-2,0.4
ドラゴンマジック,11,26.4,6,12,15,508,+10,2,7,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2000,0,1,14,3,7,55,4,4,0,0,34.6,498,-2,0.3,4,4,0,1800,0,0,14,4,7,57,7,7,0,0,34.4,500,-6,0.5,9,11,0,1800,0,0,18,12,7,57,10,12,0,0,35.8,506,+2,1.7,7,4,0,2000,0,2,9,1,7,57,8,8,8,8,35.4,504,0,0.6
ワンパーパス,13,164.5,7,13,7,436,-17,1,5,55.0,-1,4,1,1400,0,1,9,2,5,54,3,4,3,2,40.0,453,-4,0.8,-1,1,1,1500,0,0,14,3,5,54,4,4,4,2,40.5,457,+6,-0.3,-1,4,1,1400,0,3,12,10,5,53,3,2,2,4,40.2,451,-1,0.5,-1,9,1,1500,0,1,13,7,5,54,9,7,6,6,41.6,452,-2,1.9,-1,4,1,1600,0,0,12,7,5,54,5,5,6,5,39.4,454,+8,0.4
