馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ダンツクレイオー,8,19.3,1,1,4,486,-2,1,4,55.0,8,10,1,1800,0,1,10,3,4,54,1,1,1,2,42.8,488,0,4.4,7,7,1,1400,0,0,16,16,4,54,7,4,0,0,38.8,488,+4,1.1,7,10,1,1400,0,0,16,13,4,52,3,3,0,0,39.7,484,+6,1.9,8,9,0,1600,0,0,18,14,4,53,3,3,0,0,36.0,478,+2,0.7,9,12,0,1400,0,2,18,9,4,53,2,2,0,0,37.0,476,-10,1.1
ワンダーラスト,13,226.5,2,2,7,410,-6,1,6,55.0,6,13,0,1600,0,0,16,7,6,54,11,11,12,0,35.6,416,+16,1.4,4,15,0,1800,0,2,17,1,6,55,11,12,0,0,37.1,400,-14,2.8,5,9,1,1400,0,1,16,9,6,53,14,14,0,0,37.0,414,+6,0.9,6,10,1,1200,0,0,16,1,6,52,7,8,0,0,37.4,408,+16,1.3,1,10,1,1700,0,0,11,3,6,55,10,10,7,9,39.4,392,-2,2.3
エバープリンセス,7,84.4,3,3,20,454,-8,1,5,55.0,4,11,0,1800,0,0,17,7,5,55,12,12,0,0,34.7,462,+2,1.1,6,7,0,1800,0,0,13,10,5,53,9,11,12,11,34.3,460,+8,0.8,4,6,0,2000,0,0,10,6,5,55,5,5,0,0,33.8,452,-12,1.1,3,12,1,1700,0,0,14,13,5,55,9,8,8,6,41.1,464,+4,3.3,3,8,0,1800,0,0,14,10,5,53,6,6,6,7,35.2,460,+6,0.9
コスタネラ,3,29.2,3,4,2,440,+4,1,4,55.0,10,10,0,2000,0,0,11,6,4,54,11,11,11,11,36.6,436,-4,2.6,3,7,0,1800,0,0,16,9,4,53,14,13,13,10,35.3,440,-10,0.4,4,6,0,1800,0,0,17,2,4,53,17,17,0,0,33.3,450,+14,0.4,10,7,0,2000,0,0,8,8,4,52,4,5,3,3,36.4,436,-4,1.8,7,12,1,1800,0,0,13,6,4,52,7,7,6,6,40.5,440,-2,3.3
アングルティール,2,5.0,4,5,7,426,-2,1,4,55.0,8,8,0,1600,0,0,16,3,4,54,10,8,0,0,36.4,428,+2,0.8,7,2,0,1400,0,0,18,15,4,54,10,11,0,0,34.0,426,+4,0.0,9,2,0,1400,0,2,18,14,4,53,10,11,0,0,34.6,422,+2,0.0,9,4,0,1400,0,2,15,2,4,53,5,5,0,0,35.0,420,+2,0.3,10,4,0,1200,0,0,18,17,4,52,12,12,0,0,34.1,418,0,0.4
ビーカーリー,1,3.8,4,6,11,466,-2,1,5,55.0,7,2,0,1600,0,0,16,11,5,55,11,9,8,0,34.5,468,+6,0.0,7,2,0,1600,0,0,16,6,5,55,11,12,11,0,34.8,462,+2,0.1,5,5,0,1400,0,0,17,16,5,55,8,6,0,0,33.5,460,+2,0.9,4,2,0,1600,0,2,18,2,5,55,12,12,0,0,34.7,458,-16,0.2,4,3,0,1600,0,0,18,6,5,55,14,11,0,0,33.3,474,+14,0.3
リュニヴェール,10,19.2,5,7,4,464,+2,1,4,52.0,7,8,0,1200,0,0,15,15,4,55,7,9,0,0,34.6,462,+6,0.6,7,6,0,1400,0,0,18,3,4,54,10,11,0,0,34.4,456,-2,0.4,3,4,0,1200,0,0,16,11,4,54,10,9,0,0,33.7,458,+6,0.1,9,1,1,1200,0,3,16,3,4,54,5,5,0,0,36.9,452,0,0.0,10,3,1,1000,0,2,14,6,4,54,2,2,0,0,35.8,452,+6,0.4
ラブユーミー,12,161.1,5,8,4,498,-10,1,5,55.0,5,11,1,1600,0,1,16,10,5,52,1,1,0,0,39.3,508,+4,1.7,7,10,1,1800,0,0,14,6,5,55,2,2,2,2,38.7,504,-6,1.4,7,10,1,1800,0,0,13,7,5,55,10,8,9,7,39.8,510,-2,2.4,7,15,0,1600,0,0,16,1,5,55,6,6,5,0,36.7,512,+6,1.3,3,16,0,1200,0,0,16,8,5,55,1,1,0,0,37.3,506,-6,1.5
ゴールデンビコー,14,65.4,6,9,10,438,+4,1,4,52.0,6,13,0,1200,0,0,16,12,4,53,11,13,0,0,36.5,434,-15,2.0,-1,6,1,1200,0,2,10,9,4,54,10,10,0,0,39.5,449,-1,1.3,-1,8,1,1600,0,1,8,6,4,54,7,7,6,7,42.4,450,+2,2.9,-1,8,1,1400,0,3,14,6,4,53,6,6,5,0,41.8,448,+7,2.4,-1,11,1,1200,0,3,13,13,4,53,8,10,0,0,38.6,441,0,1.0
タンタグローリア,4,6.6,6,10,26,404,+10,1,5,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2000,0,1,13,8,5,55,4,3,2,2,36.2,394,+6,0.2,1,3,0,1800,0,0,12,7,5,55,7,8,8,7,35.1,388,-8,0.2,2,8,1,1700,0,2,13,13,5,55,5,5,5,5,38.5,396,+4,1.0,2,3,0,1800,0,0,10,10,5,55,5,5,5,3,34.7,392,+6,0.3
