馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
タイガーストライプ,11,47.9,1,1,7,462,+6,0,3,56.0,5,11,0,1400,83.2,1,17,4,3,56,13,13,0,0,35.3,456,-4,2.0,5,5,0,1400,81.8,0,18,11,3,53,6,4,0,0,35.9,460,0,0.8,5,5,0,1600,94.5,0,17,6,3,53,3,3,0,0,36.4,460,+2,1.1,5,10,1,1300,82.6,0,16,11,3,56,12,12,0,0,38.5,458,-10,1.8,6,11,1,1200,74.8,1,16,6,3,56,6,8,0,0,40.1,468,-2,2.7
ホシフルドヒョウ,6,1.5,2,2,2,484,-4,0,3,56.0,3,2,1,1150,68.9,2,16,8,3,56,1,1,0,0,37.5,488,0,0.0,3,2,1,1150,68.2,3,16,2,3,56,2,2,0,0,36.9,488,+2,0.3,5,8,1,1400,87.3,0,16,9,3,55,2,2,0,0,38.9,486,-2,1.2,3,9,1,1700,110.3,2,15,2,3,55,1,1,2,3,42.5,488,-6,3.2,5,14,1,1400,90.7,0,16,4,3,55,5,5,0,0,41.4,494,+4,3.8
ハルシオンデイズ,2,16.2,2,3,5,460,+2,0,3,56.0,5,10,1,1400,87.6,0,16,4,3,53,2,2,0,0,39.5,458,-2,2.0,5,6,0,1400,82.5,0,18,7,3,56,5,4,0,0,34.5,460,-4,0.6,5,5,0,1400,82.1,0,17,17,3,56,13,13,0,0,34.5,464,-2,0.8,5,11,0,1600,97.1,0,16,13,3,55,2,2,0,0,36.0,466,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤマタケアンジュ,12,76.8,3,4,6,434,-5,1,3,53.0,-1,2,1,1400,92.7,2,12,10,3,52,6,6,5,4,40.7,439,-7,0.2,5,13,1,1400,90.2,1,16,10,3,51,7,6,0,0,39.4,446,-3,1.7,-1,7,1,1400,90.6,0,12,7,3,54,6,6,6,7,40.0,449,+2,1.3,-1,7,1,1500,98.7,0,14,5,3,54,9,8,5,6,40.1,447,-3,1.0,6,10,1,1200,74.7,0,16,13,3,51,8,10,0,0,39.4,450,+4,3.1
グレートイソエイ,15,242.3,3,5,2,466,-6,0,3,53.0,3,10,1,1700,109.0,2,14,7,3,53,13,14,14,14,39.1,472,+8,2.9,5,7,1,1400,86.6,2,16,6,3,53,8,9,0,0,37.6,464,+14,1.3,5,15,0,1400,88.1,0,18,16,3,52,15,16,0,0,35.3,450,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
セイクリッドキング,9,17.7,4,6,2,506,0,0,3,56.0,3,8,1,1700,108.4,2,14,13,3,53,2,3,3,2,40.1,506,0,2.3,3,8,1,1700,109.3,1,11,9,3,56,2,2,3,5,39.9,506,-12,2.6,5,6,1,1600,100.8,0,16,1,3,56,8,8,0,0,37.6,518,0,0.8,5,8,1,1300,82.0,0,16,3,3,56,3,3,0,0,38.6,518,-6,1.2,6,7,1,1800,117.8,0,16,14,3,56,2,2,2,2,41.3,524,-6,1.4
カメットテソーロ,7,34.6,4,7,6,520,-8,0,3,56.0,5,12,1,1300,80.3,3,16,4,3,56,4,4,0,0,38.7,528,+8,2.2,4,5,1,1200,73.9,0,15,8,3,56,3,3,0,0,38.6,520,+3,1.0,-1,11,1,1400,91.9,0,12,4,3,56,2,1,2,5,42.0,517,-9,2.4,5,10,1,1600,103.1,0,16,2,3,54,4,4,0,0,41.0,526,+16,3.2,7,11,0,1400,83.5,0,16,11,3,55,13,13,0,0,35.1,510,0,1.8
タニセンボーラ,8,175.3,5,8,27,464,-2,0,3,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,2000,124.9,0,15,5,3,56,11,11,10,10,37.2,466,-4,2.5,6,9,0,1600,100.1,0,16,14,3,55,4,8,9,0,36.1,470,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ショーテンシ,1,19.4,5,9,2,462,-8,1,3,54.0,-1,7,1,1600,104.6,3,11,1,3,52,4,4,4,5,41.5,470,-2,1.8,5,6,1,1400,85.9,3,14,13,3,54,13,12,0,0,37.6,472,-8,0.5,6,10,1,1800,118.8,1,16,10,3,54,7,8,8,8,42.5,480,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スチームパンク,13,169.8,6,10,10,504,-12,0,3,56.0,4,15,1,1800,119.5,0,15,12,3,56,5,5,4,5,42.0,516,+6,3.5,4,14,0,1800,110.5,0,16,16,3,55,7,4,0,0,37.9,510,+4,3.0,6,15,0,2000,125.4,0,15,8,3,55,14,14,12,14,37.7,506,+4,2.9,6,9,1,1800,119.2,2,16,9,3,56,12,13,13,13,41.0,502,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
