馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
フォースキャリア,7,31.4,1,1,29,462,-16,0,3,55.0,8,9,0,2000,0,0,9,8,3,55,5,6,6,7,36.2,478,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ペイシャラトゥール,2,3.5,2,2,1,478,-10,0,3,56.0,5,3,1,2100,0,0,16,6,3,56,3,4,5,2,39.3,488,-2,0.5,5,4,1,2100,0,0,14,12,3,56,4,5,5,6,37.1,490,0,0.3,5,2,1,2100,0,0,14,8,3,56,4,3,3,3,39.2,490,+2,0.1,7,8,1,1900,0,0,16,11,3,53,11,11,12,11,38.8,488,+2,1.7,6,6,1,1800,0,1,16,6,3,53,14,12,8,8,39.5,486,0,1.3
ナグラーダ,9,62.8,3,3,2,460,0,0,3,53.0,5,10,0,1800,0,0,17,3,3,56,13,12,13,0,35.2,460,-8,1.6,6,7,1,1800,0,0,16,12,3,56,2,2,2,2,41.5,468,-4,2.6,6,8,1,1800,0,0,16,12,3,53,4,5,9,10,41.7,472,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ソルダートダズル,8,17.0,4,4,1,476,+2,0,3,56.0,5,12,1,2100,0,0,16,15,3,53,5,5,6,7,41.7,474,-8,3.5,4,2,1,1800,0,0,14,10,3,53,6,6,6,5,39.2,482,+4,0.0,5,10,1,1600,0,1,16,8,3,56,6,5,0,0,40.5,478,-2,2.4,6,5,1,1800,0,0,12,12,3,56,2,3,2,2,39.7,480,-4,1.2,6,8,1,1800,0,0,12,12,3,56,3,4,4,5,41.4,484,-6,2.0
スタンサンセイ,1,11.4,5,5,16,538,-10,0,3,56.0,5,8,1,2100,0,0,15,12,3,56,13,12,10,8,40.5,548,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アスティ,5,6.5,6,6,4,454,-6,0,3,55.0,4,6,0,2000,0,0,12,3,3,55,11,10,7,8,35.7,460,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ミエノカムカム,4,35.9,7,7,2,442,+2,0,3,56.0,5,8,1,1600,0,0,15,1,3,55,13,13,0,0,37.4,440,-8,2.1,6,8,1,1800,0,0,13,2,3,55,12,11,9,9,39.6,448,0,1.0,6,12,0,1800,0,0,16,13,3,55,12,11,11,14,36.5,448,-6,2.1,5,8,0,1800,0,0,13,8,3,56,6,6,6,0,35.8,454,-4,1.7,6,12,1,1800,0,0,16,16,3,55,7,7,10,13,42.2,458,0,3.6
コットンスノー,6,30.4,7,8,1,478,-2,2,3,56.0,5,12,0,1600,0,0,18,4,3,56,9,8,0,0,35.1,480,-10,1.5,5,11,0,1400,0,1,18,5,3,55,12,12,0,0,34.8,490,+16,1.1,4,11,1,1800,0,0,15,10,3,54,7,7,8,9,43.5,474,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ジェイケイエース,3,1.8,8,9,3,528,-2,0,3,56.0,5,2,1,2100,0,0,12,8,3,56,7,7,7,7,38.0,530,-2,0.1,5,6,1,2100,0,0,14,14,3,56,10,12,9,8,39.2,532,-2,0.8,6,2,1,1800,0,1,16,5,3,56,14,12,10,8,39.5,534,+2,0.0,6,5,1,1800,0,1,13,7,3,56,12,13,10,6,39.3,532,0,0.8,5,5,1,1600,0,2,16,4,3,56,13,12,0,0,37.9,532,0,1.1
タイセイグリード,10,32.9,8,10,7,446,-6,0,3,54.0,5,9,1,2100,0,0,14,10,3,54,1,1,1,1,41.0,452,-6,1.6,7,8,1,1800,0,0,16,4,3,56,6,6,9,11,38.8,458,0,2.0,7,6,1,1800,0,1,12,9,3,56,7,7,8,7,38.9,458,-2,1.4,6,10,1,1800,0,0,16,9,3,53,10,11,13,12,39.7,460,-6,2.3,6,10,1,1200,0,0,16,2,3,56,16,16,0,0,39.1,466,-4,2.9
