馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ケージーキンカメ,4,66.1,1,1,2,486,-2,0,8,58.0,1,5,0,1800,107.2,0,13,5,11,53,8,8,8,5,35.1,488,-4,0.5,2,11,0,2600,164.3,0,11,12,10,53,3,3,3,9,38.5,492,-2,2.6,2,6,0,2000,121.6,0,9,8,8,57,3,4,4,4,37.0,494,+12,1.2,8,6,0,1800,109.8,0,8,8,7,57,3,3,0,0,33.9,482,-4,0.6,8,7,0,2000,120.9,0,11,10,11,53,5,5,5,6,34.9,486,+16,0.6
ウインスラーヴァ,7,49.3,2,2,2,474,+4,0,4,58.0,1,10,0,1800,108.4,0,13,9,9,54,2,3,3,7,36.7,470,-12,1.7,5,9,0,2000,121.6,0,11,8,9,57,3,2,2,0,34.6,482,-2,1.5,5,1,0,2000,120.2,0,11,3,9,57,3,3,4,0,34.3,484,+2,-0.1,4,10,0,2400,149.7,0,11,9,8,57,11,11,11,11,36.3,482,+4,1.9,3,14,0,1800,110.5,0,16,16,11,57,2,3,5,12,38.9,478,+12,2.8
ロードプレミアム,8,27.6,3,3,4,504,-6,0,6,58.0,2,6,0,2000,122.1,0,11,3,8,57,11,11,10,9,34.8,510,+2,0.4,2,6,0,1800,109.6,1,9,1,6,54,9,9,9,9,34.5,508,+6,0.6,6,4,0,1800,110.3,0,11,4,2,57,8,8,7,7,35.6,502,-4,0.4,6,5,0,2000,121.3,0,11,8,7,57,11,9,9,9,35.6,506,+2,0.7,6,9,0,1800,108.0,0,15,8,6,54,14,14,7,4,34.9,504,+4,0.8
ムーンレイカー,14,4.9,3,4,2,472,+6,0,4,58.0,1,4,0,1800,107.2,0,13,1,2,56,5,3,3,3,35.5,466,-2,0.5,2,2,0,2000,121.7,0,11,11,5,57,1,1,2,2,35.3,468,-6,0.0,2,5,0,2000,121.3,0,9,2,2,57,7,7,6,4,36.6,474,+2,0.9,8,3,0,1800,109.3,0,8,1,4,57,1,1,0,0,33.5,472,0,0.1,8,6,0,1600,93.6,0,9,1,5,56,7,7,0,0,34.1,472,-4,1.0
ダブルシャープ,2,4.4,4,5,1,486,+2,0,4,58.0,1,3,0,1500,88.9,1,12,10,1,57,11,10,4,0,34.6,484,-8,0.2,1,3,0,1500,88.2,0,9,4,1,57,9,7,6,0,34.9,492,+12,0.1,9,9,0,1600,95.3,0,11,11,7,57,10,4,0,0,34.1,480,+2,0.8,7,2,0,1600,95.2,0,10,10,5,57,7,6,5,0,33.2,478,+4,0.0,6,10,0,2000,123.0,1,16,12,2,54,4,5,3,4,36.1,474,-6,1.2
ターフェルムジーク,3,4.5,4,6,2,434,+4,1,4,56.0,1,1,0,1800,108.0,0,11,8,8,55,10,10,10,5,35.4,430,-8,-0.1,2,5,0,2000,122.8,0,11,10,4,55,6,4,4,3,36.3,438,-2,0.6,2,3,0,1800,109.5,1,12,12,10,55,11,11,10,9,35.9,440,-4,0.1,2,6,0,1800,109.1,0,8,2,6,55,7,7,6,4,36.0,444,+22,0.8,7,11,0,2200,136.0,0,13,12,8,54,3,3,3,3,36.1,422,-10,1.7
アメリカンワールド,13,60.5,5,7,1,474,+6,0,4,58.0,1,11,0,1500,89.9,1,12,4,9,57,11,12,12,0,35.1,468,-6,1.2,1,14,0,2000,126.2,0,16,9,6,54,10,9,11,13,39.2,474,-4,2.6,1,7,0,1800,108.7,0,9,5,3,53,8,8,7,6,36.9,478,+4,2.2,5,1,0,1600,93.6,0,14,1,2,56,5,4,0,0,33.6,474,-2,-0.1,8,2,0,1800,106.9,0,11,4,4,56,10,10,0,0,34.0,476,-4,0.1
プレイヤーサムソン,6,31.7,5,8,4,472,0,0,6,58.0,2,7,0,2000,122.2,0,11,8,9,57,10,10,10,11,34.8,472,-4,0.5,2,4,0,2000,121.2,0,9,3,7,57,8,8,8,7,36.0,476,0,0.8,2,8,0,1800,110.0,1,9,9,7,55,3,4,3,2,35.5,476,-2,1.0,5,3,0,1800,107.6,0,9,7,5,57,3,4,3,0,33.8,478,+2,0.8,5,14,1,1600,100.5,0,16,12,7,57,10,11,0,0,39.0,476,+2,3.1
ウォーターパルフェ,12,25.6,6,9,1,490,+10,0,4,58.0,1,9,0,2000,121.7,0,14,10,6,57,9,9,10,11,34.4,480,+2,0.6,1,1,0,1800,108.4,0,7,1,3,57,7,6,6,5,34.8,478,-2,0.0,9,3,0,2200,133.2,0,10,6,5,57,8,8,9,8,35.4,480,+6,0.4,9,7,0,2000,122.4,0,11,6,3,57,4,5,7,4,36.8,474,-10,0.4,8,4,0,2000,121.2,0,10,6,1,57,5,5,3,3,34.2,484,+10,0.3
ジョブックコメン,9,5.5,6,10,4,418,-6,1,4,56.0,3,2,0,1800,109.2,1,15,15,7,55,10,10,11,14,36.2,424,-4,0.1,3,7,0,1800,108.9,0,8,1,3,51,5,5,5,4,35.4,428,0,0.6,5,2,0,1800,108.6,2,12,4,9,55,9,9,10,0,35.0,428,+4,0.6,3,1,0,2000,120.1,0,15,15,1,52,5,5,5,3,36.2,424,-2,-0.3,6,3,0,2000,120.4,0,13,6,3,55,11,11,11,9,35.1,426,-4,0.4
