馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ヴェルトゥアル,5,49.8,1,1,0,476,-4,0,4,57.0,6,12,1,1800,116.5,0,14,3,4,54,13,13,6,9,39.6,480,+2,1.8,7,4,1,1800,115.7,0,11,2,4,56,10,9,10,9,38.2,478,-2,0.4,3,10,1,1700,107.5,0,15,2,4,55,15,15,15,14,37.3,480,-4,1.3,3,8,1,1700,107.3,0,14,5,4,53,12,12,11,12,37.9,484,0,1.1,5,13,1,1600,99.8,0,15,12,4,56,3,3,0,0,39.3,484,+12,2.0
トウシンタイガー,7,143.5,2,2,0,510,-4,2,6,54.0,7,11,1,1800,115.4,1,13,7,6,54,12,12,12,12,39.5,514,+4,2.9,10,9,1,1700,107.4,1,11,9,6,54,10,10,9,11,38.1,510,+2,0.9,10,4,1,1700,108.0,1,11,3,6,54,11,11,11,9,38.1,508,+18,0.8,3,11,1,1700,107.3,0,15,13,6,57,15,15,14,12,37.8,490,+2,1.1,9,7,1,1800,114.9,1,13,6,6,57,10,10,10,11,39.1,488,-14,1.9
ジュンテオドーラ,8,17.7,3,3,14,468,+2,1,5,54.0,7,16,0,2000,122.5,0,18,11,5,54,12,13,4,7,35.6,466,+4,1.6,7,13,1,1800,116.0,0,13,8,5,54,9,8,8,8,40.8,462,-2,3.9,9,3,1,1800,114.3,0,12,5,5,54,2,3,3,2,38.4,464,-2,1.2,4,5,1,1800,112.9,2,15,4,5,54,11,10,11,10,37.0,466,+6,0.6,7,7,1,1800,116.3,0,16,1,5,54,12,12,13,12,39.2,460,-8,1.1
レンジストライク,1,1.9,4,4,2,522,-2,0,4,56.0,10,2,1,1700,106.3,1,13,2,4,55,6,5,6,4,37.7,524,0,0.4,10,3,1,1700,106.2,1,13,3,4,55,5,5,7,5,36.7,524,-14,0.1,6,6,1,1800,113.7,0,16,2,4,56,13,13,12,8,38.5,538,+12,1.1,5,12,1,1600,100.7,0,16,10,4,55,9,7,0,0,39.2,526,+8,2.4,5,12,1,1600,99.8,0,15,4,4,56,12,13,0,0,38.2,518,0,2.0
ロードダヴィンチ,9,4.7,5,5,3,526,0,0,4,54.0,10,3,1,1700,107.6,0,11,8,4,56,3,3,2,2,38.2,526,-6,1.3,7,5,1,1800,115.5,0,10,6,4,56,3,3,3,3,39.4,532,+14,1.1,10,15,0,1800,109.4,0,16,10,4,54,3,3,3,3,36.5,518,+10,1.8,10,3,0,1800,107.3,0,14,1,4,54,9,9,6,5,34.6,508,-10,0.6,9,7,0,1600,95.9,0,9,6,4,56,3,3,0,0,35.8,518,+8,1.7
ノーブルエイム,12,36.1,5,6,38,490,+8,1,4,55.0,2,11,1,1700,109.3,0,12,11,4,52,2,3,2,6,41.2,482,-8,3.2,4,1,1,1800,113.3,2,15,4,4,53,1,1,1,1,38.2,490,+2,-0.2,7,13,1,1200,77.3,1,16,6,4,54,15,15,0,0,38.8,488,-6,4.5,7,11,1,1800,117.5,1,14,12,4,53,2,2,2,2,41.9,494,-6,1.7,6,16,0,2000,128.2,0,18,4,4,54,1,1,1,2,37.7,500,0,2.0
チビノヴァルタン,4,19.7,6,7,7,448,-2,1,6,54.0,6,4,1,1800,115.9,0,16,8,6,53,7,7,6,6,39.6,450,0,1.1,3,8,1,1700,107.4,0,15,15,6,53,5,6,6,7,38.5,450,0,0.7,3,5,1,1700,106.7,0,11,2,6,53,2,2,3,3,39.0,450,-6,0.9,4,6,1,1800,113.9,2,11,6,6,53,4,3,6,7,39.3,456,+2,1.4,2,2,1,1700,106.2,1,11,4,6,53,3,2,3,2,37.6,454,0,0.4
メイショウゴテツ,6,11.9,6,8,14,498,+14,0,6,54.0,7,12,1,1800,115.6,0,15,9,6,54,3,3,2,2,40.0,484,+6,2.1,3,3,1,1700,106.4,0,15,9,6,54,3,3,4,5,37.8,478,+6,0.2,4,3,1,1800,115.4,1,14,4,6,54,1,1,1,1,37.0,472,-6,0.1,8,4,1,1800,112.5,1,11,6,6,54,2,2,8,7,37.4,478,+8,1.0,10,13,1,1700,104.9,3,16,15,6,57,7,7,7,6,38.5,470,-4,1.4
トウシンカイザー,11,118.7,7,9,7,508,+18,0,4,57.0,7,11,1,1800,115.8,0,14,12,4,56,7,6,5,8,39.8,490,-6,3.0,7,6,1,1800,116.4,0,11,7,4,53,6,7,7,7,39.2,496,-2,1.1,7,8,1,1800,115.4,0,15,6,4,55,14,15,13,13,38.0,498,+4,1.9,1,11,0,1200,70.9,0,16,5,4,56,16,16,0,0,35.5,494,+6,0.7,9,13,1,1400,89.5,0,16,13,4,56,10,12,0,0,40.7,488,-4,3.3
シンアンドケン,10,46.1,7,10,3,488,-12,0,4,57.0,-1,1,1,1400,91.5,0,10,7,4,56,1,1,1,1,39.1,500,-5,-0.1,-1,1,1,1400,93.2,0,10,2,4,57,5,5,2,1,40.7,505,-1,-1.3,-1,1,1,1400,91.8,0,10,9,4,56,2,2,2,2,39.1,506,-4,-0.5,-1,1,1,1200,73.9,1,11,3,4,56,2,1,0,0,37.9,510,+4,-0.4,-1,1,1,1200,73.8,1,12,5,4,56,5,1,0,0,37.2,506,+8,-0.2
