馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
マスラオ,10,27.2,1,1,2,448,+8,2,5,55.0,6,5,0,2200,134.5,0,13,10,5,57,11,11,7,6,35.7,440,0,0.5,6,13,0,2500,157.3,0,15,16,5,55,10,10,10,11,35.8,440,-2,1.0,6,3,0,2500,154.9,0,8,3,5,57,3,4,5,3,35.0,442,+2,0.3,5,4,0,2400,148.0,0,9,4,5,54,6,6,3,3,33.9,440,+2,0.3,6,1,0,2500,153.7,0,11,4,5,57,5,5,3,4,35.9,438,-2,-0.1
スプマンテ,5,26.7,2,2,5,488,0,0,5,56.0,9,9,0,2400,151.7,1,9,6,5,57,3,3,5,5,37.4,488,+8,2.0,5,7,0,2400,148.3,0,9,3,5,57,5,5,6,6,33.9,480,+6,0.6,9,7,0,2400,146.7,0,8,9,5,57,7,7,7,8,34.4,474,-4,1.1,5,5,0,2400,144.0,0,13,10,5,55,5,5,6,7,35.0,478,-2,1.1,9,1,0,2400,148.5,0,9,4,5,55,3,3,4,4,33.6,480,-4,-0.2
ピッツバーグ,2,73.2,3,3,1,500,-8,2,6,53.0,8,4,0,2400,150.4,1,8,2,6,53,1,1,1,1,37.0,508,+18,0.7,1,9,0,2600,164.0,0,11,5,6,53,3,3,3,5,39.0,490,-6,1.9,1,6,0,1800,108.4,0,9,7,6,53,9,9,9,8,36.2,496,0,1.9,1,8,0,2600,162.3,0,10,4,6,57,1,1,1,2,36.0,496,-12,1.3,8,9,0,2000,121.0,0,10,2,6,54,1,1,1,2,35.4,508,+4,1.0
ヒメタチバナ,8,89.5,4,4,5,472,-2,1,6,51.0,6,9,0,2500,157.0,0,15,4,6,51,13,13,13,13,35.3,474,+4,0.7,3,3,0,2600,158.7,0,15,13,6,51,9,9,9,6,35.6,470,-4,0.1,5,5,0,2400,148.1,0,9,6,6,51,3,4,5,5,33.8,474,+4,0.4,6,15,1,1800,114.8,0,15,15,6,55,7,8,10,15,39.7,470,+6,3.4,4,10,0,2000,119.9,0,12,4,6,52,2,2,0,0,34.5,464,+2,1.6
ルヴォワール,3,1.6,5,5,13,524,-16,1,5,54.0,5,3,0,2000,120.5,0,8,6,5,55,5,6,5,0,33.0,540,+2,0.1,1,1,0,2000,122.3,1,13,6,5,55,10,10,6,2,35.5,538,+16,-0.2,6,6,0,2000,120.2,0,18,15,5,54,12,11,13,11,34.0,522,0,0.4,6,1,0,2000,124.3,0,7,2,5,54,4,4,4,4,34.6,522,-4,-0.2,6,1,0,2000,123.6,0,15,4,5,53,3,4,5,5,35.8,526,0,-0.2
ナムラドノヴァン,1,9.6,6,6,1,484,0,0,4,55.0,7,1,0,2200,133.8,0,15,12,4,56,7,7,6,9,34.0,484,+2,-0.1,7,2,0,2200,133.9,0,15,10,4,55,7,7,5,7,34.8,482,-2,0.1,4,2,0,2200,136.0,1,13,11,4,54,12,12,9,6,35.9,484,+18,0.1,7,9,0,2200,134.1,0,14,7,4,54,10,10,10,10,37.0,466,-2,2.2,7,1,0,2200,132.4,0,18,16,4,56,10,10,10,8,35.3,468,-8,0.0
サンデームーティエ,9,23.1,7,7,5,442,0,0,5,55.0,6,14,0,2500,158.1,0,15,13,5,55,1,1,1,2,37.3,442,-4,1.8,5,3,0,2400,147.9,0,9,8,5,55,1,1,1,1,34.1,446,+6,0.2,4,1,0,2200,134.3,1,13,13,5,57,1,1,2,1,36.5,440,-4,0.0,4,5,0,2200,131.9,0,14,13,5,57,2,2,2,2,37.0,444,+2,1.1,5,4,0,2400,148.0,1,9,5,5,57,1,1,1,1,35.5,442,0,0.3
サトノオンリーワン,7,7.3,7,8,2,480,0,0,4,55.0,6,4,0,2200,134.4,0,13,5,4,56,9,9,11,10,35.4,480,0,0.4,6,1,0,2200,134.3,0,18,3,4,55,13,11,8,9,35.8,480,+16,0.0,1,1,0,2000,124.2,1,16,8,4,56,7,8,6,6,36.4,464,-4,-0.4,5,7,0,2400,147.5,0,15,2,4,56,8,8,4,5,36.4,468,0,0.6,5,7,0,2000,121.4,0,16,9,4,56,14,15,15,0,34.3,468,-2,1.1
プレシャスブルー,6,18.3,8,9,1,442,+4,0,5,54.0,7,4,0,2000,119.5,0,9,4,5,54,9,9,9,9,34.2,438,0,0.5,6,1,0,2000,122.0,0,14,7,5,57,13,13,7,4,35.8,438,+10,-0.2,7,2,0,2000,122.1,0,18,7,5,57,17,17,15,14,34.2,428,-8,0.0,3,2,0,2600,161.7,0,14,10,5,57,13,13,7,3,35.4,436,+2,0.0,4,8,0,2400,147.4,1,12,4,5,57,10,10,11,10,35.1,434,-4,0.5
パルクデラモール,4,4.7,8,10,9,458,-2,1,4,53.0,5,1,0,2400,146.0,0,15,2,4,53,3,3,2,2,34.0,460,+4,-0.2,3,2,0,2000,120.5,0,16,2,4,53,3,3,5,5,35.2,456,-2,0.0,5,2,0,2000,120.5,0,11,9,4,53,10,11,10,0,33.2,458,+4,0.3,3,1,0,2000,121.2,0,16,9,4,54,5,4,2,2,35.7,454,+2,-0.2,5,3,0,2400,147.3,0,15,15,4,54,3,3,3,3,36.4,452,+2,0.4
