馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
アドマイヤキズナ,6,40.8,1,1,15,470,+12,1,0,0,6,55.0,0,0,0,0,0,0,0,0,1,0,1,0,1600,96.2,0,1,0,0,8,8,6,57,3,2,0,0,34.2,458,-6,0.0,0,0,0,0,0,0,0,1,0,0,5,0,1800,109.7,1,0,0,0,8,5,6,57,5,4,0,0,33.6,464,+2,0.5,0,0,0,0,0,0,0,1,0,0,5,0,1600,93.4,1,0,0,0,7,3,6,57,6,6,0,0,33.5,462,-10,0.6,0,0,0,0,0,0,0,1,0,0,5,0,2000,119.8,1,0,0,0,8,7,6,57,4,4,2,3,35.1,472,+8,1.1,0,0,0,0,1,0,0,0,0,0,6,0,2000,118.6,1,0,0,0,11,5,6,57,8,7,7,0,35.4,464,0,0.3
アバルラータ,3,30.5,2,2,2,462,+4,0,1,0,5,53.0,0,0,0,0,0,0,0,0,1,0,4,0,1400,80.6,1,0,0,0,9,7,5,53,9,8,0,0,33.5,458,-2,0.2,0,0,0,1,0,0,0,0,0,0,5,0,1600,94.2,1,0,0,0,12,3,5,55,6,6,0,0,33.8,460,0,0.6,0,0,0,1,0,0,0,0,0,0,7,0,1400,80.8,1,0,0,0,18,7,5,53,12,11,0,0,34.8,460,+8,0.7,0,0,0,0,1,0,0,0,0,0,9,0,1600,93.4,1,0,0,0,18,1,5,53,6,7,0,0,33.6,452,-2,0.4,0,0,0,0,1,0,0,0,0,0,1,0,1600,92.6,1,0,0,0,7,1,5,55,4,4,0,0,33.5,454,+6,-0.2
インビジブルレイズ,5,19.3,3,3,3,470,+4,1,0,0,5,55.0,0,0,0,0,0,0,0,0,1,0,2,0,1800,105.6,1,0,0,0,11,7,5,54,6,6,0,0,32.7,466,0,0.1,0,0,0,0,0,0,0,0,1,0,6,0,1800,106.1,1,0,0,0,18,12,5,54,11,9,0,0,35.8,466,+8,1.0,0,0,0,0,0,1,0,0,0,0,9,0,1600,94.1,1,0,0,0,16,9,5,55,7,7,7,0,34.0,458,-12,0.4,0,0,0,0,0,0,0,0,1,0,9,0,1600,94.7,1,0,0,0,12,9,5,55,8,8,0,0,34.1,470,+2,1.4,0,0,0,0,0,1,0,0,0,0,9,0,1600,93.2,1,0,0,0,13,12,5,57,8,9,6,0,35.1,468,+10,0.7
ワイプティアーズ,4,20.8,4,4,3,530,0,1,0,0,4,55.0,0,0,0,0,0,0,0,0,1,0,10,0,1800,106.0,1,0,0,0,11,3,4,55,7,7,0,0,32.8,530,+8,0.5,0,0,0,0,0,0,0,0,1,0,2,0,1800,105.3,1,0,0,0,18,9,4,54,18,17,0,0,34.3,522,+10,0.2,0,0,0,0,1,0,0,0,0,0,6,0,1800,104.7,1,0,0,0,10,5,4,54,7,7,7,0,33.8,512,-14,0.3,0,0,0,0,0,0,0,0,1,0,6,0,1800,107.5,0,1,0,0,12,8,4,57,5,5,0,0,34.5,526,+4,0.3,0,0,0,0,0,0,0,0,1,0,1,0,1800,107.3,0,1,0,0,10,6,4,57,3,2,0,0,36.2,522,+4,0.0
インスピレーション,10,12.1,5,5,21,482,+2,1,0,0,4,54.0,0,0,0,0,1,0,0,0,0,0,14,0,1600,93.7,1,0,0,0,17,9,4,57,2,2,0,0,35.3,480,-2,1.1,0,0,0,0,0,1,0,0,0,0,1,0,1600,95.0,1,0,0,0,10,10,4,57,8,5,3,0,33.7,482,-4,-0.2,0,0,0,0,1,0,0,0,0,0,2,0,1600,95.5,1,0,0,0,11,10,4,57,3,3,0,0,33.3,486,+6,0.3,0,0,0,0,0,0,0,1,0,0,1,0,1600,94.8,1,0,0,0,18,12,4,55,13,14,0,0,34.5,480,+10,0.0,0,0,0,0,1,0,0,0,0,0,14,0,2000,122.6,1,0,0,0,14,3,4,56,3,4,6,0,38.4,470,-8,4.4
ミッキーブリランテ,2,5.4,6,6,2,454,+4,1,0,0,3,54.0,0,0,0,0,0,0,0,0,1,0,3,0,1400,80.5,1,0,0,0,9,5,3,54,3,2,0,0,34.1,450,-14,0.1,0,0,0,1,0,0,0,0,0,0,4,0,1600,93.9,1,0,0,0,12,6,3,54,1,1,0,0,34.0,464,-2,0.3,0,0,0,0,0,0,1,0,0,0,1,0,1400,80.3,0,1,0,0,18,15,3,54,7,8,0,0,34.2,466,+4,0.0,0,0,0,0,0,0,0,0,1,0,6,0,1600,94.3,1,0,0,0,18,17,3,56,9,3,0,0,34.1,462,+2,0.1,0,0,0,0,0,0,0,0,1,0,1,0,1600,95.4,1,0,0,0,8,1,3,55,4,4,0,0,33.6,460,0,-0.1
クライムメジャー,9,14.6,7,7,18,516,-6,1,0,0,5,55.0,0,0,0,0,0,0,0,1,0,0,12,0,1400,81.0,1,0,0,0,15,15,5,57,9,11,0,0,34.0,522,-6,0.6,0,0,0,0,0,0,0,1,0,0,9,0,1600,92.8,1,0,0,0,10,6,5,56,2,1,0,0,35.8,528,+4,1.2,0,0,0,0,0,1,0,0,0,0,4,0,1600,93.8,1,0,0,0,10,9,5,57,4,2,2,0,34.9,524,-16,0.2,0,0,0,0,0,0,0,1,0,0,1,0,1600,95.1,1,0,0,0,13,13,5,57,1,1,0,0,35.2,540,+4,-0.1,0,0,0,0,0,0,0,0,1,0,7,1,1400,84.2,1,0,0,0,16,16,5,57,7,5,0,0,36.7,536,+18,0.8
ムーンチャイム,8,6.3,7,8,2,462,-2,0,1,0,4,54.0,0,0,0,0,0,0,0,0,1,0,2,0,1400,80.4,1,0,0,0,9,6,4,53,7,7,0,0,33.5,464,+4,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1600,94.0,0,1,0,0,15,2,4,52,11,12,12,0,34.5,460,+28,-0.1,0,0,0,0,0,0,0,0,1,0,10,0,1200,70.0,0,1,0,0,13,3,4,53,5,6,0,0,34.5,432,-10,0.7,0,0,0,0,0,0,1,0,0,0,9,0,1200,68.9,1,0,0,0,13,10,4,53,4,3,0,0,34.9,442,+6,0.7,0,0,0,0,0,0,0,1,0,0,4,0,1200,69.8,1,0,0,0,10,2,4,55,5,5,0,0,34.4,436,0,0.3
ロライマ,7,19.1,8,9,5,450,-6,0,0,1,6,55.0,1,0,0,0,0,0,0,0,0,0,9,0,2000,123.5,0,1,0,0,14,14,6,58,13,14,8,6,38.0,456,+10,1.1,1,0,0,0,0,0,0,0,0,0,8,0,1800,106.9,1,0,0,0,14,7,6,56,11,11,10,10,34.8,446,-14,0.5,0,1,0,0,0,0,0,0,0,0,9,0,2000,122.3,1,0,0,0,16,5,6,57,6,6,7,6,35.0,460,0,0.3,0,0,0,0,0,0,0,1,0,0,6,0,1400,80.7,1,0,0,0,15,12,6,57,9,8,0,0,33.7,460,0,0.3,0,0,0,0,0,1,0,0,0,0,5,0,1600,94.0,1,0,0,0,16,10,6,56,10,10,7,0,33.7,460,0,0.3
サウンドキアラ,1,1.8,8,10,20,452,+4,0,1,0,4,53.0,0,0,0,0,1,0,0,0,0,0,7,0,1600,91.2,1,0,0,0,18,17,4,55,13,12,0,0,33.5,448,0,0.7,0,0,0,0,0,0,0,1,0,0,1,0,1600,92.8,1,0,0,0,7,4,4,55,4,3,0,0,33.2,448,-2,-0.2,0,0,0,0,0,0,0,0,1,0,2,0,1600,93.7,1,0,0,0,12,2,4,54,3,3,0,0,34.1,450,-6,0.4,0,0,0,0,0,0,0,0,1,0,2,0,1600,94.7,1,0,0,0,11,10,4,55,2,2,0,0,33.7,456,-4,0.2,0,0,0,0,0,0,1,0,0,0,3,0,1600,95.2,1,0,0,0,10,3,4,55,3,3,3,0,33.5,460,0,0.0
