馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
スプマンテ,6,8.0,1,1,13,490,+2,1,0,0,5,57.0,0,0,0,0,1,0,0,0,0,0,5,0,2400,147.9,1,0,0,0,10,2,5,56,3,3,4,4,33.9,488,0,0.3,0,0,0,0,0,0,0,0,1,0,9,0,2400,151.7,0,1,0,0,9,6,5,57,3,3,5,5,37.4,488,+8,2.0,0,0,0,0,1,0,0,0,0,0,7,0,2400,148.3,1,0,0,0,9,3,5,57,5,5,6,6,33.9,480,+6,0.6,0,0,0,0,0,0,0,0,1,0,7,0,2400,146.7,1,0,0,0,8,9,5,57,7,7,7,8,34.4,474,-4,1.1,0,0,0,0,1,0,0,0,0,0,5,0,2400,144.0,1,0,0,0,13,10,5,55,5,5,6,7,35.0,478,-2,1.1
トーホウアルテミス,8,14.9,2,2,2,476,+10,0,1,0,4,55.0,0,0,0,0,0,0,0,1,0,0,11,0,2200,132.5,1,0,0,0,13,12,4,53,2,2,2,2,38.6,466,-16,2.8,0,0,0,0,0,0,1,0,0,0,6,0,2200,133.4,1,0,0,0,12,3,4,54,2,2,2,2,35.8,482,+10,0.7,0,0,0,0,0,0,0,0,0,1,3,0,2600,158.6,1,0,0,0,15,10,4,52,13,13,12,11,35.3,472,-6,0.2,0,0,0,0,0,0,0,1,0,0,4,0,2000,122.1,1,0,0,0,9,6,4,54,2,2,2,2,36.3,478,-4,0.6,0,0,0,0,0,0,1,0,0,0,4,0,2200,135.6,1,0,0,0,10,2,4,53,3,3,5,3,34.6,482,+10,0.2
ニッポンテイオー,11,5.5,3,3,4,454,+2,1,0,0,4,57.0,0,0,1,0,0,0,0,0,0,0,1,0,2600,159.6,1,0,0,0,15,11,4,57,9,9,8,4,36.0,452,+8,-1.2,0,0,0,0,0,0,0,0,0,1,7,0,2600,161.8,1,0,0,0,11,8,4,56,2,2,2,2,36.1,444,-8,0.5,0,0,0,0,0,0,1,0,0,0,4,0,2200,134.4,1,0,0,0,15,10,4,56,8,5,3,3,34.9,452,0,0.6,0,0,0,0,0,0,0,0,1,0,5,0,2600,161.6,0,1,0,0,17,3,4,55,5,5,7,13,36.0,452,-4,0.5,0,0,0,0,0,0,1,0,0,0,4,0,2200,133.8,1,0,0,0,18,11,4,55,9,10,7,7,34.8,456,-8,0.2
マスターコード,1,5.8,4,4,3,466,+2,1,0,0,5,57.0,0,0,1,0,0,0,0,0,0,0,4,0,2600,161.2,1,0,0,0,16,5,5,57,8,9,11,12,36.4,464,-2,0.3,0,0,0,0,0,0,0,0,0,1,2,0,2600,158.5,1,0,0,0,15,15,5,55,14,14,7,3,35.5,466,-4,0.1,0,0,0,0,0,1,0,0,0,0,3,0,2500,156.4,1,0,0,0,15,8,5,55,10,10,10,9,34.9,470,+6,0.1,0,0,1,0,0,0,0,0,0,0,4,0,2600,158.7,1,0,0,0,15,6,5,55,11,10,9,9,35.6,464,+4,0.1,1,0,0,0,0,0,0,0,0,0,2,0,2600,161.4,1,0,0,0,10,6,5,57,6,6,6,2,34.7,460,-10,0.4
エーティーサンダー,9,13.7,4,5,3,530,0,1,0,0,6,57.0,0,0,0,0,0,0,0,0,1,0,12,0,1800,108.0,1,0,0,0,14,10,6,57,5,3,0,0,34.9,530,+2,0.9,0,0,0,0,0,0,1,0,0,0,7,0,2200,133.5,1,0,0,0,12,11,6,57,7,7,8,7,35.4,528,+2,0.8,0,0,0,0,0,0,0,0,1,0,3,0,2000,120.8,1,0,0,0,12,7,6,57,8,8,8,7,35.2,526,+4,0.7,0,0,0,0,0,0,0,0,0,1,3,0,2000,121.3,0,1,0,0,18,9,6,57,7,7,2,2,36.1,522,-6,0.2,0,0,0,0,0,0,0,1,0,0,5,0,2400,146.5,1,0,0,0,16,3,6,51,4,4,5,3,37.3,528,+2,0.3
カタヨクノテンシ,10,273.4,5,6,1,494,-4,1,0,0,6,57.0,0,0,0,0,1,0,0,0,0,0,8,0,2400,146.3,1,0,0,0,8,5,6,53,2,2,2,2,35.0,498,+6,1.3,0,0,0,0,0,0,0,0,1,0,8,1,1800,113.8,1,0,0,0,16,9,6,57,3,3,3,5,38.2,492,-4,0.8,0,0,0,0,0,1,0,0,0,0,9,1,2400,160.4,0,1,0,0,10,9,6,57,5,5,8,8,39.0,496,+10,2.8,0,0,0,0,0,0,0,0,1,0,8,1,1800,112.1,1,0,0,0,12,6,6,57,9,9,9,10,36.9,486,-2,1.4,0,0,0,0,0,0,0,1,0,0,11,1,1800,113.5,0,1,0,0,12,3,6,57,4,5,6,8,39.2,488,+2,2.5
レイエスプランドル,2,28.8,5,7,17,514,+2,1,0,0,4,57.0,0,0,0,0,0,1,0,0,0,0,9,0,2000,122.0,1,0,0,0,12,8,4,56,4,3,3,3,36.5,512,+2,1.0,0,0,0,0,0,1,0,0,0,0,11,0,2000,122.5,1,0,0,0,12,3,4,56,2,2,2,2,37.0,510,-8,1.7,0,0,0,0,0,0,0,1,0,0,5,0,2200,135.2,1,0,0,0,8,7,4,55,2,2,4,4,35.9,518,+12,0.7,0,0,0,0,0,1,0,0,0,0,6,0,2200,132.8,1,0,0,0,15,12,4,56,12,12,12,11,34.8,506,+8,0.7,0,0,1,0,0,0,0,0,0,0,5,0,2000,122.9,0,1,0,0,10,8,4,54,3,3,3,2,38.0,498,+6,0.9
ドンアルゴス,3,4.5,6,8,9,514,-4,1,0,0,4,57.0,0,0,0,0,0,0,0,0,1,0,2,0,2000,120.8,1,0,0,0,12,1,4,57,12,12,12,9,34.7,518,+8,0.7,0,0,0,0,0,0,0,0,1,0,2,0,2400,149.9,0,1,0,0,9,10,4,55,2,2,1,1,35.9,510,+4,0.2,0,0,0,0,0,0,0,1,0,0,2,0,2400,150.4,1,0,0,0,9,5,4,54,5,5,4,3,34.6,506,+10,0.2,0,0,0,0,0,0,0,0,1,0,1,0,2600,162.6,0,0,1,0,14,6,4,54,10,11,8,10,35.4,496,-8,-0.1,0,0,0,0,0,0,0,0,1,0,3,0,2400,150.4,1,0,0,0,8,3,4,56,5,6,6,7,33.8,504,+4,0.5
キープシークレット,13,215.9,6,9,3,454,+4,0,1,0,4,55.0,0,0,0,0,0,0,0,0,1,0,14,1,2000,128.9,1,0,0,0,15,6,4,54,10,10,11,14,40.3,450,-2,3.5,0,0,0,0,0,0,0,0,0,1,16,1,1700,108.7,0,1,0,0,16,11,4,54,10,10,13,16,40.4,452,-2,3.1,1,0,0,0,0,0,0,0,0,0,13,1,1700,106.2,0,0,1,0,14,2,4,51,3,5,5,9,40.0,454,+2,3.2,0,1,0,0,0,0,0,0,0,0,1,1,1700,107.0,1,0,0,0,14,6,4,52,1,1,1,1,39.2,452,+20,0.0,0,0,0,0,0,1,0,0,0,0,12,0,1800,111.1,1,0,0,0,13,11,4,54,9,9,10,13,36.5,432,-14,1.9
チャロネグロ,12,3.8,7,10,2,502,0,1,0,0,5,57.0,0,0,0,0,0,0,0,1,0,0,2,0,2200,130.1,1,0,0,0,13,1,5,56,13,13,11,11,34.3,502,+4,0.4,0,0,0,0,0,0,0,1,0,0,4,0,2400,148.5,1,0,0,0,8,7,5,57,8,8,6,8,35.3,498,-8,0.3,0,0,0,0,0,1,0,0,0,0,2,0,2200,134.2,1,0,0,0,13,3,5,57,12,11,7,3,35.4,506,+12,0.2,0,0,0,0,1,0,0,0,0,0,3,0,2400,146.9,1,0,0,0,6,3,5,57,5,5,4,5,33.1,494,-6,0.2,0,0,0,0,0,1,0,0,0,0,1,0,2200,133.0,1,0,0,0,14,5,5,57,9,8,11,6,35.1,500,+10,-0.7
