馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
シネマソングス,2,6.5,1,1,12,428,+10,0,1,0,4,55.0,0,0,0,0,1,0,0,0,0,0,7,1,1400,84.6,0,0,1,0,15,5,4,55,11,10,0,0,35.4,418,+2,0.3,0,0,1,0,0,0,0,0,0,0,3,1,1700,107.0,0,0,1,0,15,14,4,55,7,8,1,1,38.7,416,-14,0.7,0,0,0,0,1,0,0,0,0,0,9,1,1600,98.5,0,1,0,0,16,7,4,55,3,4,0,0,38.5,430,+2,1.2,0,0,0,0,0,1,0,0,0,0,3,1,1800,115.1,1,0,0,0,16,2,4,54,5,5,6,6,38.7,428,-2,0.0,0,0,0,0,0,1,0,0,0,0,3,1,1800,115.1,1,0,0,0,14,14,4,54,8,8,3,2,39.6,430,+4,0.2
ミッキーマンドリン,8,34.8,2,2,3,468,+6,0,1,0,4,54.0,0,1,0,0,0,0,0,0,0,0,6,1,1700,107.2,1,0,0,0,13,1,4,54,13,13,10,8,38.3,462,-4,0.9,0,1,0,0,0,0,0,0,0,0,13,1,1700,111.2,0,0,1,0,14,12,4,54,4,4,11,14,43.6,466,-6,4.5,0,0,0,0,1,0,0,0,0,0,5,1,1400,85.9,1,0,0,0,16,6,4,54,1,1,0,0,38.0,472,+2,1.1,0,0,0,0,0,1,0,0,0,0,8,1,1200,72.8,1,0,0,0,16,3,4,55,10,10,0,0,38.2,470,+8,0.7,0,0,0,0,0,0,1,0,0,0,11,1,1400,87.1,1,0,0,0,16,3,4,54,9,9,0,0,39.5,462,-2,2.1
ファーベライト,12,152.2,3,3,6,488,+8,0,1,0,4,55.0,0,1,0,0,0,0,0,0,0,0,10,0,1200,70.3,1,0,0,0,10,1,4,55,8,10,0,0,36.2,480,+8,1.7,0,0,0,0,0,1,0,0,0,0,13,1,1200,73.9,1,0,0,0,16,10,4,55,6,7,0,0,38.5,472,-2,1.6,0,0,0,0,0,0,1,0,0,0,10,0,1200,70.0,1,0,0,0,18,13,4,54,4,4,0,0,34.8,474,+2,1.2,0,0,0,0,0,0,0,0,0,0,1,1,1230,80.0,1,0,0,0,12,11,4,54,1,1,1,1,38.4,472,+4,-0.1,0,0,0,0,0,0,0,0,0,0,2,1,1230,79.9,1,0,0,0,10,10,4,54,1,1,1,1,39.1,468,-3,0.0
フクキタル,7,32.9,4,4,2,466,-2,0,1,0,4,55.0,0,0,1,0,0,0,0,0,0,0,14,1,1700,108.5,0,1,0,0,15,2,4,55,3,3,6,5,40.5,468,+24,2.2,0,0,1,0,0,0,0,0,0,0,9,1,1700,107.5,1,0,0,0,15,3,4,52,5,5,4,4,38.6,444,-4,1.3,0,0,1,0,0,0,0,0,0,0,3,1,1700,106.3,1,0,0,0,11,3,4,52,7,7,2,1,38.7,448,0,0.5,0,0,0,1,0,0,0,0,0,0,3,1,1800,113.2,0,0,1,0,11,8,4,52,6,6,6,6,38.7,448,-8,0.7,0,0,0,0,0,1,0,0,0,0,9,1,1800,114.8,1,0,0,0,16,15,4,51,7,7,4,5,39.9,456,-8,1.8
クールデザイン,4,31.9,5,5,8,456,-4,0,1,0,5,52.0,0,0,0,0,0,0,0,0,1,0,10,1,2000,128.6,1,0,0,0,14,11,5,55,14,14,14,14,38.4,460,+6,1.2,0,0,0,1,0,0,0,0,0,0,12,1,1800,115.7,1,0,0,0,14,8,5,54,14,14,13,14,39.5,454,-2,1.7,0,0,0,0,0,0,1,0,0,0,5,1,1800,115.7,1,0,0,0,11,9,5,55,10,10,11,8,38.2,456,+2,1.6,0,0,0,0,0,0,0,0,0,1,4,1,1700,107.4,0,1,0,0,12,4,5,55,12,12,5,5,37.2,454,0,0.3,0,0,0,0,0,0,1,0,0,0,4,1,1800,116.3,1,0,0,0,10,6,5,54,10,10,5,4,38.0,454,-4,1.2
ロッタラブ,6,70.0,5,6,2,480,-2,0,1,0,5,55.0,0,0,0,0,0,0,1,0,0,0,6,1,1800,111.3,0,0,1,0,12,1,5,55,6,6,5,5,37.9,482,+2,2.0,0,0,0,0,0,0,0,0,0,1,7,1,1700,107.9,0,1,0,0,14,6,5,54,12,12,7,8,39.5,480,-6,1.9,0,0,0,0,0,0,0,1,0,0,9,1,1800,117.4,0,1,0,0,10,7,5,55,6,5,4,6,41.9,486,+8,4.0,0,0,0,0,0,0,1,0,0,0,6,1,1800,116.4,1,0,0,0,14,12,5,55,3,4,2,3,38.0,478,+2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
チビノヴァルタン,3,4.7,6,7,3,446,-6,0,1,0,6,55.0,0,1,0,0,0,0,0,0,0,0,4,1,1700,106.9,1,0,0,0,13,11,6,55,10,7,7,6,38.4,452,-2,0.6,0,1,0,0,0,0,0,0,0,0,3,1,1700,106.1,1,0,0,0,10,4,6,54,3,3,3,3,37.3,454,+4,0.2,0,0,1,0,0,0,0,0,0,0,9,1,1700,108.1,1,0,0,0,15,12,6,52,4,5,5,6,39.9,450,+2,1.1,0,0,1,0,0,0,0,0,0,0,2,1,1700,108.4,1,0,0,0,15,2,6,52,4,4,2,2,39.9,448,0,0.8,0,0,0,0,0,0,1,0,0,0,4,1,1800,114.2,1,0,0,0,12,7,6,54,3,3,3,2,39.2,448,-2,0.8
キララアモーレ,11,39.5,6,8,16,482,+20,0,1,0,3,52.0,0,0,0,0,0,0,0,0,1,0,15,1,1400,88.5,1,0,0,0,16,15,3,54,13,16,0,0,38.1,462,+2,3.2,0,0,0,0,0,0,0,0,1,0,11,1,1400,87.0,0,1,0,0,14,11,3,54,6,14,0,0,38.7,460,-8,1.6,0,0,0,0,0,0,0,1,0,0,1,1,1400,86.2,1,0,0,0,11,4,3,54,2,2,0,0,38.1,468,-6,-0.1,0,0,0,0,0,0,0,0,1,0,9,1,1400,87.6,1,0,0,0,16,15,3,54,14,13,0,0,39.2,474,+10,1.9,0,0,0,0,0,0,0,1,0,0,12,0,1400,84.8,1,0,0,0,18,1,3,53,7,11,0,0,36.5,464,0,2.2
ミルメルシー,10,14.8,7,9,2,458,-2,0,1,0,3,52.0,0,1,0,0,0,0,0,0,0,0,1,1,1700,107.2,0,0,1,0,10,8,3,54,1,1,1,1,38.7,460,0,0.0,0,1,0,0,0,0,0,0,0,0,5,1,1700,109.0,0,0,1,0,14,14,3,54,1,1,1,2,41.5,460,-2,1.4,0,0,0,0,0,0,0,1,0,0,5,1,1400,87.2,1,0,0,0,16,8,3,54,9,7,0,0,38.8,462,-8,1.9,0,0,0,0,0,0,0,0,1,0,3,1,1400,87.0,0,1,0,0,16,12,3,54,2,2,0,0,39.0,470,-12,0.4,0,0,0,0,0,0,0,1,0,0,3,1,1400,87.9,0,1,0,0,16,9,3,54,1,1,0,0,39.7,482,+2,0.1
ショウナンマシェリ,5,2.7,7,10,1,466,-2,0,1,0,6,55.0,0,1,0,0,0,0,0,0,0,0,2,1,1700,105.0,1,0,0,0,14,13,6,55,7,7,3,2,37.8,468,-4,0.6,0,0,0,1,0,0,0,0,0,0,6,1,1800,114.7,1,0,0,0,14,5,6,55,5,5,2,2,39.7,472,+6,0.7,0,0,0,1,0,0,0,0,0,0,3,1,1800,113.2,0,1,0,0,10,9,6,55,2,3,2,2,37.6,466,0,0.2,0,0,1,0,0,0,0,0,0,0,4,1,1700,108.5,1,0,0,0,15,11,6,55,6,6,4,2,39.9,466,-8,0.9,0,0,0,0,0,0,0,0,1,0,5,1,1800,115.3,0,1,0,0,9,4,6,55,4,3,3,4,40.7,474,+4,2.3
