馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ハトマーククィーン,13,94.2,0,1,1400,1,0,0,0,1,1,18,476,+7,0,1,0,4,55.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,91.6,0,0,1,0,11,7,4,54,2,2,1,0,40.7,469,+1,-0.1,0,0,0,0,0,0,0,0,0,0,1,0,1,1600,107.1,0,1,0,0,10,7,4,54,1,1,1,0,39.4,468,+3,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,800,50.2,0,0,0,1,9,6,4,54,2,0,0,0,36.3,465,-15,-0.1,0,0,0,0,0,0,0,0,0,0,4,0,1,1400,91.8,0,0,1,0,9,6,4,54,8,7,5,0,39.8,480,-9,0.8,0,0,0,0,0,0,0,0,0,0,3,0,1,1400,92.4,0,1,0,0,9,6,4,54,5,5,4,0,40.7,489,+5,1.1
フィールドドウサン,9,28.1,0,1,1400,1,0,0,0,2,2,28,536,+10,1,0,0,4,57.0,0,0,0,0,0,0,0,0,1,0,11,0,1,1400,87.1,0,1,0,0,16,3,4,57,8,8,0,0,39.4,526,-2,1.9,0,0,0,0,0,0,0,0,0,1,9,0,1,1700,108.6,1,0,0,0,11,3,4,56,3,3,4,5,39.1,528,-18,2.3,0,0,0,0,0,0,0,1,0,0,6,0,1,1800,114.9,0,1,0,0,12,6,4,56,3,3,3,3,38.7,546,0,0.8,0,0,0,0,0,0,0,1,0,0,8,0,1,1800,114.6,1,0,0,0,16,3,4,56,7,7,8,7,39.1,546,+18,1.5,0,0,0,0,0,0,0,0,1,0,8,0,1,1800,113.2,0,0,1,0,13,10,4,54,7,7,6,8,38.6,528,-2,1.1
モルトグランデ,8,22.1,0,1,1400,1,0,0,0,3,3,2,514,0,1,0,0,3,55.0,0,0,0,0,0,0,0,0,1,0,8,0,1,1400,85.9,1,0,0,0,14,9,3,55,14,14,0,0,37.3,514,+10,1.0,0,0,0,0,1,0,0,0,0,0,14,0,1,1600,100.3,1,0,0,0,16,1,3,56,14,16,0,0,37.7,504,-6,1.5,0,0,0,0,0,0,0,1,0,0,6,0,1,1400,86.3,1,0,0,0,16,2,3,56,12,11,0,0,38.0,510,+4,1.0,0,0,0,0,0,0,0,0,1,0,1,0,1,1400,86.1,0,1,0,0,16,16,3,56,14,14,0,0,37.3,506,+16,-0.2,0,0,0,0,0,0,0,1,0,0,11,0,1,1400,88.9,0,1,0,0,16,13,3,54,11,11,0,0,40.3,490,0,2.7
コパノカーリング,4,16.9,0,1,1400,1,0,0,0,4,4,2,464,+14,1,0,0,3,55.0,0,0,0,0,0,0,0,0,1,0,13,0,1,1400,87.3,1,0,0,0,14,1,3,54,5,6,0,0,39.7,450,-16,2.4,0,0,0,0,0,0,0,0,0,0,8,0,1,1200,73.8,0,1,0,0,16,15,3,56,13,13,0,0,38.0,466,0,0.7,0,0,0,0,0,0,1,0,0,0,3,0,1,1800,112.6,0,1,0,0,15,1,3,53,3,2,3,5,37.0,466,+2,0.8,0,0,0,0,0,0,1,0,0,0,6,0,1,1400,84.1,0,0,0,1,16,2,3,53,14,13,0,0,36.7,464,+4,0.5,0,0,0,0,0,0,0,0,1,0,4,0,1,1400,85.7,0,1,0,0,12,9,3,56,7,6,0,0,37.7,460,+6,1.0
メイショウハナモリ,11,11.3,0,1,1400,1,0,0,0,4,5,2,488,-4,1,0,0,3,55.0,0,0,0,0,0,0,0,0,1,0,15,0,1,1200,74.0,1,0,0,0,15,3,3,55,2,2,0,0,39.9,492,-2,2.5,0,0,0,0,0,0,1,0,0,0,1,0,1,1400,83.5,0,0,0,1,16,12,3,56,1,1,0,0,37.7,494,0,-0.2,0,0,0,0,0,0,1,0,0,0,5,0,1,1800,112.5,0,0,0,1,15,16,3,56,1,1,1,2,39.4,494,-6,1.3,0,0,0,0,0,0,0,0,1,0,9,0,1,1800,116.3,0,1,0,0,13,3,3,56,1,1,1,1,42.5,500,-2,1.9,0,0,0,0,0,0,0,0,1,0,2,0,1,1800,115.2,1,0,0,0,15,13,3,56,1,1,1,1,40.4,502,-2,0.3
グランセノーテ,7,12.5,0,1,1400,1,0,0,0,5,6,11,530,+8,1,0,0,6,57.0,0,0,0,0,0,0,1,0,0,0,11,0,1,1400,85.1,0,0,1,0,16,4,6,55,3,4,0,0,39.0,522,-2,1.6,0,0,1,0,0,0,0,0,0,0,3,0,1,1700,107.0,0,0,1,0,14,10,6,55,5,6,4,3,40.1,524,-10,1.1,0,0,0,0,0,0,0,0,1,0,4,0,1,1400,85.3,1,0,0,0,16,8,6,57,9,10,0,0,37.3,534,+2,0.3,0,0,0,0,0,0,1,0,0,0,4,0,1,1400,86.6,1,0,0,0,16,6,6,57,8,6,0,0,38.9,532,+2,0.6,0,0,0,0,0,0,0,0,1,0,2,0,1,1400,84.6,1,0,0,0,15,3,6,57,4,4,0,0,37.5,530,-6,0.0
ヤマニンスプレモ,3,94.2,0,1,1400,1,0,0,0,5,7,2,470,+6,1,0,0,3,55.0,0,0,0,0,0,0,0,0,1,0,9,0,1,1800,115.8,1,0,0,0,11,1,3,54,3,3,4,5,38.1,464,-10,1.5,0,0,0,0,0,0,0,0,1,0,11,0,1,2000,128.8,1,0,0,0,14,8,3,54,7,7,5,7,39.6,474,+6,1.4,0,0,0,0,0,0,0,1,0,0,15,0,1,1800,116.6,1,0,0,0,15,15,3,56,11,12,10,11,41.4,468,-6,4.6,0,0,0,0,0,0,0,1,0,0,1,0,1,1800,115.9,0,1,0,0,11,2,3,56,3,3,4,4,38.6,474,0,-0.5,0,0,0,0,0,0,1,0,0,0,5,0,1,1800,117.6,1,0,0,0,14,11,3,56,12,12,11,10,37.6,474,+2,1.1
トップウイナー,1,1.9,0,1,1400,1,0,0,0,6,8,0,470,+6,1,0,0,3,55.0,0,0,0,0,0,0,0,0,1,0,3,0,1,1400,84.4,1,0,0,0,16,16,3,55,4,3,0,0,37.9,464,-2,1.4,0,0,0,0,0,0,0,0,1,0,7,1,0,1800,109.0,1,0,0,0,13,13,3,54,7,5,0,0,34.6,466,0,0.5,0,0,0,0,0,0,0,1,0,0,2,0,1,1400,85.3,1,0,0,0,16,12,3,56,10,5,0,0,37.3,466,-8,0.0,0,0,0,0,0,0,0,0,1,0,2,0,1,1200,73.1,0,1,0,0,16,13,3,56,6,5,0,0,37.4,474,+2,0.8,0,0,0,0,0,0,1,0,0,0,1,0,1,1200,73.2,1,0,0,0,15,16,3,56,3,3,0,0,37.0,472,+2,-1.1
エスケーアタランタ,5,73.7,0,1,1400,1,0,0,0,6,9,2,464,0,0,1,0,3,53.0,0,0,0,0,0,0,0,0,1,0,6,0,1,1400,85.7,1,0,0,0,14,8,3,53,7,6,0,0,37.8,464,-10,0.8,1,0,0,0,0,0,0,0,0,0,11,0,1,1700,108.1,0,1,0,0,14,8,3,52,2,2,4,10,40.0,474,+22,2.8,0,0,0,0,0,0,0,0,1,0,7,0,1,1400,86.3,0,1,0,0,12,1,3,54,11,10,0,0,37.7,452,-4,1.6,0,0,0,0,0,0,0,1,0,0,4,0,1,1400,86.6,0,1,0,0,9,3,3,54,9,9,0,0,37.4,456,+6,0.9,0,0,0,0,0,0,0,1,0,0,14,0,1,1200,74.8,1,0,0,0,16,11,3,54,14,14,0,0,37.4,450,+4,2.3
アタミ,2,10.1,0,1,1400,1,0,0,0,7,10,0,488,0,1,0,0,5,57.0,0,0,0,0,0,0,0,0,1,0,6,0,1,1200,72.8,1,0,0,0,16,3,5,57,7,7,0,0,36.8,488,+6,0.3,0,0,0,0,0,0,0,0,0,1,7,0,1,1700,105.8,0,0,0,1,16,1,5,57,11,10,10,7,39.2,482,-14,1.6,0,0,0,0,0,0,0,1,0,0,5,0,1,1400,86.0,1,0,0,0,16,10,5,57,8,7,0,0,37.4,496,-4,0.4,0,0,0,0,0,0,0,1,0,0,2,0,1,1400,84.9,1,0,0,0,15,6,5,57,3,4,0,0,37.2,500,-2,0.3,0,0,0,0,0,0,0,1,0,0,5,0,1,1200,72.4,1,0,0,0,14,10,5,57,7,7,0,0,36.5,502,+6,0.5
